date,hhid,pno,somipa_pid,part_sex,cnt_no,cnt_age,cnt_sex,cnt_type,cnt_rel,cnt_loc,cnt_plc,cnt_freq,cnt_dur,cnt_dist
14/05/2021 12:51,S01258,2,S01258_2,Female,22,45,Male,Physical,"House
member",Home,"Within
community",Daily,>4 hrs,18.10832946
14/05/2021 12:51,S01258,2,S01258_2,Female,22,74,Female,Non-physical,"House
member",Home,"Within
community",Daily,>4 hrs,24.57623398
14/05/2021 12:51,S01258,2,S01258_2,Female,22,24,Female,Non-physical,"House
member",Home,"Within
community",Daily,>1-2 hrs,18.09727321
14/05/2021 12:51,S01258,2,S01258_2,Female,22,25,Male,Non-physical,"House
member",Home,"Within
community",Daily,>15-60 mins,22.88282352
14/05/2021 12:51,S01258,2,S01258_2,Female,22,20,Female,Non-physical,"House
member",Home,"Within
community",Daily,>4 hrs,22.31747529
14/05/2021 12:51,S01258,2,S01258_2,Female,22,24,Female,Non-physical,"House
member",Home,"Within
community",Daily,>1-2 hrs,21.34070297
14/05/2021 12:51,S01258,2,S01258_2,Female,22,27,Female,Non-physical,"House
member",Home,"Within
community",Daily,>1-2 hrs,20.12658961
14/05/2021 12:51,S01258,2,S01258_2,Female,22,27,Female,Non-physical,"House
member",Home,"Within
community",Daily,>1-2 hrs,20.79921417
14/05/2021 12:51,S01258,2,S01258_2,Female,22,0.666666667,Female,Physical,"House
member",Home,"Within
community",Daily,>15-60 mins,21.13341415
14/05/2021 12:51,S01258,2,S01258_2,Female,22,1.166666667,Male,Physical,"House
member",Home,"Within
community",Daily,5-15 mins,18.70328992
14/05/2021 12:51,S01258,2,S01258_2,Female,22,16,Female,Non-physical,"House
member",Home,"Within
community",Daily,>4 hrs,22.02295542
14/05/2021 12:51,S01258,2,S01258_2,Female,22,3,Female,Non-physical,"House
member",Home,"Within
community",Daily,5-15 mins,23.89766744
14/05/2021 12:51,S01258,2,S01258_2,Female,22,5,Female,Non-physical,"House
member",Home,"Within
community",Daily,5-15 mins,22.53213753
14/05/2021 12:51,S01258,2,S01258_2,Female,22,9,Male,Non-physical,"House
member",Home,"Within
community",Daily,>15-60 mins,23.50603196
14/05/2021 12:51,S01258,2,S01258_2,Female,22,5,Male,Physical,"House
member",Home,"Within
community",Daily,>15-60 mins,19.37484168
14/05/2021 12:51,S01258,2,S01258_2,Female,22,15,Female,Non-physical,"House
member",Home,"Within
community",Daily,>4 hrs,19.20106101
14/05/2021 12:51,S01258,2,S01258_2,Female,22,0.166666667,Female,Physical,"House
member",Home,"Within
community",Daily,5-15 mins,22.63567181
14/05/2021 12:51,S01258,2,S01258_2,Female,22,29,Female,Non-physical,Friend,Home,"Within
community",≥1 Weekly,5-15 mins,19.15789299
14/05/2021 12:51,S01258,2,S01258_2,Female,22,35,Female,Non-physical,Friend,Home,"Within
community",Daily,>15-60 mins,563.212191
14/05/2021 12:51,S01258,2,S01258_2,Female,22,28,Female,Non-physical,Friend,Home,"Within
community",Daily,>15-60 mins,585.7218254
14/05/2021 12:51,S01258,2,S01258_2,Female,22,27,Female,Non-physical,Friend,Home,"Within
community",≥1 Weekly,5-15 mins,21.58133285
14/05/2021 13:25,S01258,3,S01258_3,Male,8,76,Male,Non-physical,"House
member",Home,"Within
community",Daily,5-15 mins,19.49333493
14/05/2021 13:25,S01258,3,S01258_3,Male,8,74,Female,Non-physical,"House
member",Home,"Within
community",Daily,>15-60 mins,16.92362057
14/05/2021 13:25,S01258,3,S01258_3,Male,8,27,Female,Non-physical,"House
member",Home,"Within
community",Daily,>4 hrs,21.06051747
14/05/2021 13:25,S01258,3,S01258_3,Male,8,0.666666667,Female,Physical,"House
member",Home,"Within
community",Daily,5-15 mins,20.16512309
14/05/2021 13:25,S01258,3,S01258_3,Male,8,17,Male,Non-physical,"Random
people","Market
Shop","Outside
community",First time,>15-60 mins,2905.838716
14/05/2021 13:25,S01258,3,S01258_3,Male,8,14,Male,Non-physical,Friend,Home,"Within
community",Daily,>4 hrs,47.32401259
14/05/2021 13:25,S01258,3,S01258_3,Male,8,16,Male,Non-physical,Friend,Home,"Within
community",Daily,>4 hrs,59.67424478
14/05/2021 13:25,S01258,3,S01258_3,Male,8,15,Male,Non-physical,Friend,Home,"Within
community",Daily,>4 hrs,66.13839777
14/05/2021 13:44,S01258,5,S01258_5,Female,10,45,Male,Physical,"House
member",Home,"Within
community",Daily,>4 hrs,21.14173741
14/05/2021 13:44,S01258,5,S01258_5,Female,10,37,Female,Physical,"House
member",Home,"Within
community",Daily,>4 hrs,18.10568099
14/05/2021 13:44,S01258,5,S01258_5,Female,10,16,Female,Physical,"House
member",Home,"Within
community",Daily,>4 hrs,22.2077724
14/05/2021 13:44,S01258,5,S01258_5,Female,10,9,Male,Physical,"House
member",Home,"Within
community",Daily,>15-60 mins,19.45118874
14/05/2021 13:44,S01258,5,S01258_5,Female,10,5,Male,Physical,"House
member",Home,"Within
community",Daily,>15-60 mins,22.81427024
14/05/2021 13:44,S01258,5,S01258_5,Female,10,72,Female,Physical,"House
member",Home,"Within
community",Daily,>15-60 mins,22.01078794
14/05/2021 13:44,S01258,5,S01258_5,Female,10,27,Female,Physical,"House
member",Home,"Within
community",Daily,5-15 mins,20.67269947
14/05/2021 13:44,S01258,5,S01258_5,Female,10,24,Female,Physical,"House
member",Home,"Within
community",Daily,5-15 mins,21.85349947
14/05/2021 13:44,S01258,5,S01258_5,Female,10,15,Female,Physical,"House
member",Home,"Within
community",Daily,5-15 mins,22.24854921
14/05/2021 13:44,S01258,5,S01258_5,Female,10,8,Female,Physical,"House
member",Home,"Within
community",Daily,5-15 mins,25.40128318
14/05/2021 14:11,S01258,7,S01258_7,Female,21,45,Male,Non-physical,"House
member",Home,"Within
community",Daily,>4 hrs,20.71636595
14/05/2021 14:11,S01258,7,S01258_7,Female,21,72,Female,Non-physical,"House
member",Home,"Within
community",Daily,>4 hrs,11.71673099
14/05/2021 14:11,S01258,7,S01258_7,Female,21,76,Male,Non-physical,"House
member",Home,"Within
community",Daily,5-15 mins,19.45118874
14/05/2021 14:11,S01258,7,S01258_7,Female,21,37,Female,Non-physical,"House
member",Home,"Within
community",Daily,>4 hrs,17.48667865
14/05/2021 14:11,S01258,7,S01258_7,Female,21,24,Female,Non-physical,"House
member",Home,"Within
community",Daily,>2-4 hrs,24.28977768
14/05/2021 14:11,S01258,7,S01258_7,Female,21,25,Male,Non-physical,"House
member",Home,"Within
community",Daily,>15-60 mins,23.79509659
14/05/2021 14:11,S01258,7,S01258_7,Female,21,24,Female,Non-physical,"House
member",Home,"Within
community",Daily,>15-60 mins,21.9318402
14/05/2021 14:11,S01258,7,S01258_7,Female,21,27,Female,Non-physical,"House
member",Home,"Within
community",Daily,>15-60 mins,27.07302657
14/05/2021 14:11,S01258,7,S01258_7,Female,21,27,Female,Non-physical,"House
member",Home,"Within
community",Daily,>15-60 mins,26.57528875
14/05/2021 14:11,S01258,7,S01258_7,Female,21,3,Female,Physical,"House
member",Home,"Within
community",Daily,5-15 mins,21.83090322
14/05/2021 14:11,S01258,7,S01258_7,Female,21,0.666666667,Female,Physical,"House
member",Home,"Within
community",Daily,>15-60 mins,14.00953784
14/05/2021 14:11,S01258,7,S01258_7,Female,21,1.166666667,Male,Physical,"House
member",Home,"Within
community",Daily,>15-60 mins,22.75901235
14/05/2021 14:11,S01258,7,S01258_7,Female,21,7,Female,Non-physical,"House
member",Home,"Within
community",Daily,>15-60 mins,23.62789003
14/05/2021 14:11,S01258,7,S01258_7,Female,21,8,Female,Non-physical,"House
member",Home,"Within
community",Daily,>15-60 mins,20.88568349
14/05/2021 14:11,S01258,7,S01258_7,Female,21,9,Male,Non-physical,"House
member",Home,"Within
community",Daily,>15-60 mins,21.48049509
14/05/2021 14:11,S01258,7,S01258_7,Female,21,5,Male,Non-physical,"House
member",Home,"Within
community",Daily,>15-60 mins,20.52792153
14/05/2021 14:11,S01258,7,S01258_7,Female,21,15,Female,Non-physical,"House
member",Home,"Within
community",Daily,>15-60 mins,18.27592288
14/05/2021 14:11,S01258,7,S01258_7,Female,21,0.166666667,Female,Physical,"House
member",Home,"Within
community",Daily,5-15 mins,22.01078794
14/05/2021 14:11,S01258,7,S01258_7,Female,21,15,Female,Non-physical,Friend,Home,"Within
community",Daily,>15-60 mins,55.19201299
14/05/2021 14:11,S01258,7,S01258_7,Female,21,14,Female,Non-physical,Friend,Home,"Within
community",Daily,>15-60 mins,43.95367419
14/05/2021 14:11,S01258,7,S01258_7,Female,21,16,Female,Non-physical,Friend,Home,"Within
community",Daily,>15-60 mins,52.82564158
14/05/2021 14:29,S01258,10,S01258_10,Female,12,28,Female,Physical,"House
member",Home,"Within
community",Daily,>4 hrs,24.41868516
14/05/2021 14:29,S01258,10,S01258_10,Female,12,76,Male,Non-physical,"House
member",Home,"Within
community",Daily,5-15 mins,19.37704548
14/05/2021 14:29,S01258,10,S01258_10,Female,12,72,Female,Physical,"House
member",Home,"Within
community",Daily,>15-60 mins,21.94017522
14/05/2021 14:29,S01258,10,S01258_10,Female,12,27,Female,Physical,"House
member",Home,"Within
community",Daily,5-15 mins,22.83158349
14/05/2021 14:29,S01258,10,S01258_10,Female,12,1.166666667,Male,Physical,"House
member",Home,"Within
community",Daily,>15-60 mins,23.29144406
14/05/2021 14:29,S01258,10,S01258_10,Female,12,3,Female,Physical,"House
member",Home,"Within
community",Daily,>15-60 mins,26.71529491
14/05/2021 14:29,S01258,10,S01258_10,Female,12,8,Female,Physical,"House
member",Home,"Within
community",Daily,>15-60 mins,22.96420964
14/05/2021 14:29,S01258,10,S01258_10,Female,12,5,Female,Physical,"House
member",Home,"Within
community",Daily,>15-60 mins,15.71804018
14/05/2021 14:29,S01258,10,S01258_10,Female,12,9,Male,Physical,"House
member",Home,"Within
community",Daily,>15-60 mins,17.96804895
14/05/2021 14:29,S01258,10,S01258_10,Female,12,5,Female,Physical,"House
member",Home,"Within
community",Daily,>15-60 mins,22.83158349
14/05/2021 14:29,S01258,10,S01258_10,Female,12,3,Male,Physical,Friend,Home,"Within
community",Daily,>15-60 mins,25.47897845
14/05/2021 14:29,S01258,10,S01258_10,Female,12,4,Female,Physical,Friend,Home,"Within
community",Daily,>15-60 mins,20.25022669
14/05/2021 08:31,S00524,1,S00524_1,Female,9,45,Female,Physical,Friend,"Market
Shop","Within
community",Daily,>15-60 mins,1640.063702
14/05/2021 08:31,S00524,1,S00524_1,Female,9,36,Male,Physical,Friend,"Market
Shop","Within
community",≥1 Weekly,>15-60 mins,360.9952515
14/05/2021 08:31,S00524,1,S00524_1,Female,9,25,Female,Physical,Friend,"Market
Shop","Within
community",≥1 Weekly,>15-60 mins,240.8404851
14/05/2021 08:31,S00524,1,S00524_1,Female,9,23,Female,Physical,Friend,Home,"Within
community",≥1 Weekly,>2-4 hrs,18.93891199
14/05/2021 08:31,S00524,1,S00524_1,Female,9,0.666666667,Female,Physical,"Other
relative",Home,"Within
community",≥1 Weekly,>15-60 mins,244.926455
14/05/2021 08:31,S00524,1,S00524_1,Female,9,12,Female,Physical,"Other
relative",Home,"Within
community",Daily,>15-60 mins,1028.179926
14/05/2021 08:31,S00524,1,S00524_1,Female,9,1,Female,Physical,"House
member",Home,"Within
community",Daily,>1-2 hrs,22.26506366
14/05/2021 08:31,S00524,1,S00524_1,Female,9,18,Male,Physical,"House
member",Home,"Within
community",Daily,>15-60 mins,22.38321954
14/05/2021 08:31,S00524,1,S00524_1,Female,9,45,Female,Physical,"House
member",Home,"Within
community",Daily,>15-60 mins,27.83513086
14/05/2021 08:38,S00524,2,S00524_2,Male,4,45,Male,Physical,"House
member",Home,"Within
community",Daily,>1-2 hrs,21.31549262
14/05/2021 08:38,S00524,2,S00524_2,Male,4,42,Female,Physical,"House
member",Home,"Within
community",Daily,>1-2 hrs,23.53546551
14/05/2021 08:38,S00524,2,S00524_2,Male,4,6,Male,Physical,Friend,Home,"Within
community",Daily,>15-60 mins,17.77010673
14/05/2021 08:38,S00524,2,S00524_2,Male,4,5,Male,Physical,Friend,Home,"Within
community",≥1 Monthly,>15-60 mins,21.59114276
14/05/2021 09:22,S00037,1,S00037_1,Female,12,25,Female,Non-physical,Friend,"Market
Shop","Within
community",≥1 Weekly,5-15 mins,382.6358856
14/05/2021 09:22,S00037,1,S00037_1,Female,12,15,Male,Non-physical,"Random
people","Market
Shop","Within
community",Daily,5-15 mins,390.3059545
14/05/2021 09:22,S00037,1,S00037_1,Female,12,45,Male,Physical,"Random
people",Work,"Outside
community",≥1 Monthly,>15-60 mins,3787.944739
14/05/2021 09:22,S00037,1,S00037_1,Female,12,63,Male,Physical,"House
member",Home,"Within
community",Daily,>4 hrs,11.54419951
14/05/2021 09:22,S00037,1,S00037_1,Female,12,11,Male,Physical,"House
member",Home,"Within
community",Daily,>4 hrs,8.281863084
14/05/2021 09:22,S00037,1,S00037_1,Female,12,12,Female,Physical,"House
member",Home,"Within
community",Daily,>4 hrs,7.832501006
14/05/2021 09:22,S00037,1,S00037_1,Female,12,6,Male,Physical,"House
member",Home,"Within
community",Daily,>4 hrs,11.41689736
14/05/2021 09:22,S00037,1,S00037_1,Female,12,5,Male,Physical,"House
member",Home,"Within
community",Daily,>4 hrs,10.30317433
14/05/2021 09:22,S00037,1,S00037_1,Female,12,28,Male,Physical,"House
member",Home,"Within
community",Daily,>4 hrs,7.138325593
14/05/2021 09:22,S00037,1,S00037_1,Female,12,27,Male,Physical,"House
member",Home,"Within
community",Daily,>4 hrs,9.64862468
14/05/2021 09:22,S00037,1,S00037_1,Female,12,28,Female,Non-physical,Friend,Home,"Within
community",Daily,>15-60 mins,23.73135298
14/05/2021 09:22,S00037,1,S00037_1,Female,12,48,Female,Non-physical,Friend,Home,"Within
community",Daily,>1-2 hrs,21.97667808
14/05/2021 09:39,S00037,2,S00037_2,Male,14,54,Female,Physical,"House
member",Home,"Within
community",Daily,>4 hrs,23.14014097
14/05/2021 09:39,S00037,2,S00037_2,Male,14,11,Male,Physical,"House
member",Home,"Within
community",Daily,>4 hrs,12.96989595
14/05/2021 09:39,S00037,2,S00037_2,Male,14,12,Male,Physical,"House
member",Home,"Within
community",Daily,>4 hrs,9.447845535
14/05/2021 09:39,S00037,2,S00037_2,Male,14,6,Male,Physical,"House
member",Home,"Within
community",Daily,>4 hrs,11.41689736
14/05/2021 09:39,S00037,2,S00037_2,Male,14,5,Male,Physical,"House
member",Home,"Within
community",Daily,>4 hrs,10.33628913
14/05/2021 09:39,S00037,2,S00037_2,Male,14,28,Male,Non-physical,"House
member",Home,"Within
community",Daily,>1-2 hrs,13.95397432
14/05/2021 09:39,S00037,2,S00037_2,Male,14,25,Male,Non-physical,"House
member",Home,"Within
community",Daily,>15-60 mins,21.42934688
14/05/2021 09:39,S00037,2,S00037_2,Male,14,33,Male,Physical,Friend,Home,"Within
community",≥1 Weekly,>15-60 mins,12.06878504
14/05/2021 09:39,S00037,2,S00037_2,Male,14,45,Male,Physical,"Random
people",Work,"Outside
community",≥1 Weekly,>15-60 mins,3779.847089
14/05/2021 09:39,S00037,2,S00037_2,Male,14,43,Male,Non-physical,Friend,"Mosque
Church","Within
community",≥1 Weekly,>15-60 mins,319.4834543
14/05/2021 09:39,S00037,2,S00037_2,Male,14,50,Male,Physical,Friend,"Mosque
Church","Within
community",≥1 Weekly,5-15 mins,311.1082113
14/05/2021 09:39,S00037,2,S00037_2,Male,14,44,Female,Non-physical,Friend,"Mosque
Church","Within
community",≥1 Weekly,5-15 mins,317.9058288
14/05/2021 09:39,S00037,2,S00037_2,Male,14,37,Male,Non-physical,Friend,"Mosque
Church","Within
community",≥1 Weekly,5-15 mins,311.9987117
14/05/2021 09:39,S00037,2,S00037_2,Male,14,45,Male,Non-physical,Friend,"Mosque
Church","Within
community",≥1 Weekly,5-15 mins,315.4524917
14/05/2021 09:50,S00037,3,S00037_3,Male,12,5,Male,Physical,Friend,Home,"Within
community",Daily,>15-60 mins,23.84407838
14/05/2021 09:50,S00037,3,S00037_3,Male,12,6,Male,Physical,Friend,Home,"Within
community",Daily,>15-60 mins,25.47285248
14/05/2021 09:50,S00037,3,S00037_3,Male,12,6,Female,Physical,Friend,Home,"Within
community",Daily,>1-2 hrs,10.05528868
14/05/2021 09:50,S00037,3,S00037_3,Male,12,6,Female,Physical,"House
member",Home,"Within
community",Daily,>1-2 hrs,14.78076068
14/05/2021 09:50,S00037,3,S00037_3,Male,12,7,Male,Physical,Friend,Home,"Within
community",Daily,>2-4 hrs,9.09433914
14/05/2021 09:50,S00037,3,S00037_3,Male,12,11,Male,Physical,"House
member",Home,"Within
community",Daily,>4 hrs,22.46178702
14/05/2021 09:50,S00037,3,S00037_3,Male,12,12,Male,Physical,"House
member",Home,"Within
community",Daily,>15-60 mins,24.8158063
14/05/2021 09:50,S00037,3,S00037_3,Male,12,5,Male,Physical,"House
member",Home,"Within
community",Daily,>4 hrs,22.22283821
14/05/2021 09:50,S00037,3,S00037_3,Male,12,54,Female,Physical,"House
member",Home,"Within
community",Daily,>4 hrs,21.60474199
14/05/2021 09:50,S00037,3,S00037_3,Male,12,57,Male,Physical,"House
member",Home,"Within
community",Daily,>4 hrs,22.39201881
14/05/2021 09:50,S00037,3,S00037_3,Male,12,28,Male,Physical,"House
member",Home,"Within
community",Daily,>15-60 mins,23.14014097
14/05/2021 09:50,S00037,3,S00037_3,Male,12,27,Male,Physical,"House
member",Home,"Within
community",Daily,>15-60 mins,22.94065258
14/05/2021 09:59,S00037,4,S00037_4,Male,10,5,Male,Physical,Friend,"Market
Shop","Within
community",Daily,>15-60 mins,44.33501605
14/05/2021 09:59,S00037,4,S00037_4,Male,10,11,Male,Physical,"House
member",Home,"Within
community",Daily,>4 hrs,24.29098317
14/05/2021 09:59,S00037,4,S00037_4,Male,10,6,Male,Physical,"House
member",Home,"Within
community",Daily,>4 hrs,24.14562478
14/05/2021 09:59,S00037,4,S00037_4,Male,10,54,Female,Physical,"House
member",Home,"Within
community",Daily,>4 hrs,26.25062007
14/05/2021 09:59,S00037,4,S00037_4,Male,10,57,Male,Physical,"House
member",Home,"Within
community",Daily,>4 hrs,25.5358273
14/05/2021 09:59,S00037,4,S00037_4,Male,10,6,Male,Physical,Friend,Home,"Within
community",Daily,>15-60 mins,19.69958821
14/05/2021 09:59,S00037,4,S00037_4,Male,10,4,Male,Physical,Friend,Home,"Within
community",Daily,>15-60 mins,22.55542728
14/05/2021 09:59,S00037,4,S00037_4,Male,10,2,Female,Physical,Friend,Home,"Within
community",Daily,>15-60 mins,51.90539336
14/05/2021 09:59,S00037,4,S00037_4,Male,10,28,Male,Physical,"House
member",Home,"Within
community",Daily,>15-60 mins,23.42170623
14/05/2021 09:59,S00037,4,S00037_4,Male,10,27,Male,Physical,"House
member",Home,"Within
community",Daily,>1-2 hrs,11.58135705
14/05/2021 10:06,S00037,5,S00037_5,Male,9,10,Male,Physical,Friend,School,"Within
community",Daily,>2-4 hrs,899.579421
14/05/2021 10:06,S00037,5,S00037_5,Male,9,11,Male,Physical,"Coworker
Schoolmate",School,"Within
community",Daily,>15-60 mins,906.7837659
14/05/2021 10:06,S00037,5,S00037_5,Male,9,10,Male,Physical,"Coworker
Schoolmate",School,"Within
community",Daily,>1-2 hrs,907.9519464
14/05/2021 10:06,S00037,5,S00037_5,Male,9,11,Female,Physical,"House
member",Home,"Within
community",Daily,>4 hrs,24.86814188
14/05/2021 10:06,S00037,5,S00037_5,Male,9,6,Male,Physical,"House
member",Home,"Within
community",Daily,>1-2 hrs,23.92349869
14/05/2021 10:06,S00037,5,S00037_5,Male,9,5,Male,Physical,"House
member",Home,"Within
community",Daily,>2-4 hrs,22.36259749
14/05/2021 10:06,S00037,5,S00037_5,Male,9,57,Male,Physical,"House
member",Home,"Within
community",Daily,>4 hrs,22.62097822
14/05/2021 10:06,S00037,5,S00037_5,Male,9,54,Female,Physical,"House
member",Home,"Within
community",Daily,>4 hrs,23.26799399
14/05/2021 10:06,S00037,5,S00037_5,Male,9,28,Male,Physical,"House
member",Home,"Within
community",Daily,>15-60 mins,22.56815594
14/05/2021 10:20,S00037,6,S00037_6,Female,12,12,Female,Physical,Friend,Home,"Within
community",Daily,>15-60 mins,23.98107672
14/05/2021 10:20,S00037,6,S00037_6,Female,12,14,Female,Non-physical,Friend,Home,"Within
community",Daily,>15-60 mins,23.35381768
14/05/2021 10:20,S00037,6,S00037_6,Female,12,11,Female,Physical,Friend,School,"Within
community",Daily,>1-2 hrs,274.131043
14/05/2021 10:20,S00037,6,S00037_6,Female,12,10,Female,Physical,Friend,Home,"Within
community",Daily,>2-4 hrs,22.22283821
14/05/2021 10:20,S00037,6,S00037_6,Female,12,9,Female,Physical,Friend,Home,"Within
community",Daily,>2-4 hrs,23.33955768
14/05/2021 10:20,S00037,6,S00037_6,Female,12,11,Female,Physical,Friend,Home,"Within
community",Daily,>15-60 mins,104.2627779
14/05/2021 10:20,S00037,6,S00037_6,Female,12,12,Female,Physical,Friend,Home,"Within
community",Daily,>15-60 mins,101.7920359
14/05/2021 10:20,S00037,6,S00037_6,Female,12,10,Female,Physical,Friend,Home,"Within
community",Daily,5-15 mins,243.8514772
14/05/2021 10:20,S00037,6,S00037_6,Female,12,6,Male,Physical,"House
member",Home,"Within
community",Daily,>4 hrs,24.11137843
14/05/2021 10:20,S00037,6,S00037_6,Female,12,5,Male,Physical,"House
member",Home,"Within
community",Daily,>4 hrs,64.13005888
14/05/2021 10:20,S00037,6,S00037_6,Female,12,54,Female,Physical,"House
member",Home,"Within
community",Daily,>4 hrs,23.6720784
14/05/2021 10:20,S00037,6,S00037_6,Female,12,11,Male,Physical,"House
member",Home,"Within
community",Daily,>15-60 mins,23.02028838
14/05/2021 10:57,S00540,1,S00540_1,Female,9,37,Male,Non-physical,"House
member",Home,"Within
community",Daily,>15-60 mins,70.41633209
14/05/2021 10:57,S00540,1,S00540_1,Female,9,26,Female,Physical,"House
member",Home,"Within
community",Daily,>2-4 hrs,74.95054978
14/05/2021 10:57,S00540,1,S00540_1,Female,9,7,Female,Physical,"House
member",Home,"Within
community",Daily,>1-2 hrs,106.6143678
14/05/2021 10:57,S00540,1,S00540_1,Female,9,1,Male,Physical,"House
member",Home,"Within
community",Daily,>4 hrs,72.60637409
14/05/2021 10:57,S00540,1,S00540_1,Female,9,1,Male,Physical,"House
member",Home,"Within
community",Daily,>4 hrs,80.70894723
14/05/2021 10:57,S00540,1,S00540_1,Female,9,42,Female,Physical,Friend,Home,"Within
community",≥1 Weekly,5-15 mins,55.73002563
14/05/2021 10:57,S00540,1,S00540_1,Female,9,28,Female,Physical,Friend,Home,"Within
community",Daily,>15-60 mins,102.1049322
14/05/2021 10:57,S00540,1,S00540_1,Female,9,32,Female,Physical,"Other
relative",Home,"Within
community",≥1 Weekly,5-15 mins,84.37413451
14/05/2021 10:57,S00540,1,S00540_1,Female,9,23,Male,Physical,"Other
relative",Home,"Within
community",≥1 Weekly,>15-60 mins,79.85698268
14/05/2021 11:04,S00540,2,S00540_2,Male,6,74,Female,Physical,"House
member",Home,"Within
community",Daily,>4 hrs,80.57842528
14/05/2021 11:04,S00540,2,S00540_2,Male,6,37,Male,Physical,"House
member",Home,"Within
community",Daily,>1-2 hrs,78.40861219
14/05/2021 11:04,S00540,2,S00540_2,Male,6,26,Female,Physical,"House
member",Home,"Within
community",Daily,>4 hrs,77.26231016
14/05/2021 11:04,S00540,2,S00540_2,Male,6,7,Female,Physical,"House
member",Home,"Within
community",Daily,>15-60 mins,78.71647701
14/05/2021 11:04,S00540,2,S00540_2,Male,6,28,Female,Physical,"House
member",Home,"Within
community",Daily,>15-60 mins,78.89722355
14/05/2021 11:04,S00540,2,S00540_2,Male,6,29,Female,Physical,"Other
relative",Home,"Within
community",≥1 Weekly,>15-60 mins,81.68764214
14/05/2021 11:09,S00540,3,S00540_3,Male,5,74,Female,Physical,"House
member",Home,"Within
community",Daily,>4 hrs,76.68513756
14/05/2021 11:09,S00540,3,S00540_3,Male,5,37,Male,Physical,"House
member",Home,"Within
community",Daily,>1-2 hrs,79.62013074
14/05/2021 11:09,S00540,3,S00540_3,Male,5,26,Male,Physical,"House
member",Home,"Within
community",Daily,>4 hrs,78.16169527
14/05/2021 11:09,S00540,3,S00540_3,Male,5,7,Female,Physical,"House
member",Home,"Within
community",Daily,>1-2 hrs,84.49699833
14/05/2021 11:09,S00540,3,S00540_3,Male,5,36,Female,Physical,"Other
relative",Home,"Within
community",≥1 Weekly,>1-2 hrs,88.34675242
14/05/2021 11:21,S00540,4,S00540_4,Female,10,74,Female,Physical,"House
member",Home,"Within
community",Daily,>4 hrs,80.40200687
14/05/2021 11:21,S00540,4,S00540_4,Female,10,37,Male,Physical,"House
member",Home,"Within
community",Daily,>15-60 mins,77.47195591
14/05/2021 11:21,S00540,4,S00540_4,Female,10,26,Female,Physical,"House
member",Home,"Within
community",Daily,>4 hrs,77.94969466
14/05/2021 11:21,S00540,4,S00540_4,Female,10,1,Male,Physical,"House
member",Home,"Within
community",Daily,>15-60 mins,76.35089979
14/05/2021 11:21,S00540,4,S00540_4,Female,10,1,Male,Physical,"House
member",Home,"Within
community",Daily,>15-60 mins,77.11201721
14/05/2021 11:21,S00540,4,S00540_4,Female,10,5,Male,Physical,Friend,Home,"Within
community",Daily,>1-2 hrs,50.62276022
14/05/2021 11:21,S00540,4,S00540_4,Female,10,6,Male,Physical,Friend,Home,"Within
community",Daily,>2-4 hrs,107.2960107
14/05/2021 11:21,S00540,4,S00540_4,Female,10,7,Female,Physical,Friend,Home,"Within
community",Daily,>15-60 mins,78.31091433
14/05/2021 11:21,S00540,4,S00540_4,Female,10,6,Male,Physical,Friend,Home,"Within
community",Daily,>15-60 mins,64.23492501
14/05/2021 11:21,S00540,4,S00540_4,Female,10,6,Male,Physical,Friend,Home,"Within
community",Daily,>15-60 mins,72.56087972
14/05/2021 14:00,S00557,1,S00557_1,Female,10,30,Male,Physical,"House
member",Home,"Within
community",Daily,>2-4 hrs,17.89510236
14/05/2021 14:00,S00557,1,S00557_1,Female,10,12,Female,Physical,"House
member",Home,"Within
community",Daily,>4 hrs,13.95830055
14/05/2021 14:00,S00557,1,S00557_1,Female,10,9,Female,Physical,"House
member",Home,"Within
community",Daily,>2-4 hrs,17.03786485
14/05/2021 14:00,S00557,1,S00557_1,Female,10,7,Male,Physical,"House
member",Home,"Within
community",Daily,>2-4 hrs,15.20092337
14/05/2021 14:00,S00557,1,S00557_1,Female,10,4,Male,Physical,"House
member",Home,"Within
community",Daily,>4 hrs,17.05286809
14/05/2021 14:00,S00557,1,S00557_1,Female,10,0.5,Male,Physical,"Other
relative",Home,"Within
community",≥1 Weekly,>15-60 mins,16.63868297
14/05/2021 14:00,S00557,1,S00557_1,Female,10,28,Female,Physical,Friend,"Market
Shop","Within
community",≥1 Weekly,5-15 mins,380.8184737
14/05/2021 14:00,S00557,1,S00557_1,Female,10,42,Female,Physical,Friend,"Market
Shop","Within
community",≥1 Weekly,>15-60 mins,370.3654305
14/05/2021 14:00,S00557,1,S00557_1,Female,10,25,Female,Physical,Friend,Home,"Within
community",Daily,>15-60 mins,17.15047503
14/05/2021 14:00,S00557,1,S00557_1,Female,10,15,Male,Physical,"Other
relative",Home,"Within
community",≥1 Weekly,5-15 mins,13.69124577
14/05/2021 14:12,S00557,2,S00557_2,Female,12,27,Female,Physical,"House
member",Home,"Within
community",Daily,>2-4 hrs,15.12425028
14/05/2021 14:12,S00557,2,S00557_2,Female,12,30,Male,Physical,"House
member",Home,"Within
community",Daily,>15-60 mins,18.853796
14/05/2021 14:12,S00557,2,S00557_2,Female,12,9,Female,Physical,"House
member",Home,"Within
community",Daily,>1-2 hrs,16.56162853
